,Document,Question,Answer,Question-Context N-gram Similarity,Answer-Context N-gram Similarity,Question-Context BLEU,Answer-Context BLEU,Question-Context ROUGE,Answer-Context ROUGE,Question-Context ROUGE-L F1,Answer-Context ROUGE-L F1
1278,"Op de afdeling moeder en kind werken wij volgens de principes van gezinsgerichte zorg. Dit houdt in dat uw partner 24 uur per dag bij u mag zijn, totdat u samen met uw baby naar huis gaat. Bij gezinsgerichte zorg bepaalt u als ouders, samen met de verpleegkundige/kraamverzorgende, wat de zorgvraag is. Er wordt zoveel mogelijk rekening gehouden met uw behoeften en verwachtingen. Dat biedt u meer vrijheid om zelf invulling te geven aan uw verblijf in ZGT. Wat kunt u van ons verwachten: 
- Advies en ondersteuning van de verpleegkundige/kraamverzorgende voor de verzorging van moeder en baby. Al uw zorgvragen kunnen daarbij aan bod komen. 
- Uw partner mag 24 uur per dag verblijven op de kraam-/geboortekamer. 
- U heeft de beschikking over de kraam- /geboortekamer met alle aanwezige faciliteiten, inclusief een slaapbank met linnengoed. 
- Voor een aantal services, bijvoorbeeld de maaltijd(en) van uw partner, vragen wij een kleine vergoeding. Uw partner kan hiervoor een maaltijd bon aanschaffen, ook kunt u overwegen om voor meerdere dagen maaltijdbonnen te kopen, deze kunt u niet meer inwisselen voor geld. 
- Denk bij een parkeerkaart ook aan het eventueel nemen van een weekkaart. Wat verwachten wij van u: 
- Dat u, als u dat wenst, deelneemt aan de verzorging van uw baby. Met ondersteuning van de verpleegkundige/kraamverzorgende, zodat u bepaalde signalen leert herkennen, waardoor u en uw partner nog beter zijn voorbereid op de verzorging van uw baby thuis. 
- Dat u samen met de verpleegkundige/kraamverzorgende een dag-, avond- en nachtplanning maakt voor de verzorging van uw baby. 
- Dat u samen met uw partner de bezoektijden overlegt en daarbij de rustmomenten voor moeder en baby niet uit het oog verliest.",Hoe kan mijn partner verblijven op de kraam-/geboortekamer?,Uw partner mag 24 uur per dag verblijven op de kraam-/geboortekamer.,0.007936507936507936,0.056,6.326634367795687e-16,1.1755890677998751e-11,"[{'rouge-1': {'r': 0.03289473684210526, 'p': 0.625, 'f': 0.06249999905}, 'rouge-2': {'r': 0.008403361344537815, 'p': 0.2857142857142857, 'f': 0.016326530057142876}, 'rouge-l': {'r': 0.03289473684210526, 'p': 0.625, 'f': 0.06249999905}}]","[{'rouge-1': {'r': 0.07236842105263158, 'p': 1.0, 'f': 0.1349693238947646}, 'rouge-2': {'r': 0.04201680672268908, 'p': 1.0, 'f': 0.08064516051638919}, 'rouge-l': {'r': 0.07236842105263158, 'p': 1.0, 'f': 0.1349693238947646}}]",0.06249999905,0.1349693238947646
1279,"Op de afdeling moeder en kind werken wij volgens de principes van gezinsgerichte zorg. Dit houdt in dat uw partner 24 uur per dag bij u mag zijn, totdat u samen met uw baby naar huis gaat. Bij gezinsgerichte zorg bepaalt u als ouders, samen met de verpleegkundige/kraamverzorgende, wat de zorgvraag is. Er wordt zoveel mogelijk rekening gehouden met uw behoeften en verwachtingen. Dat biedt u meer vrijheid om zelf invulling te geven aan uw verblijf in ZGT. Wat kunt u van ons verwachten: 
- Advies en ondersteuning van de verpleegkundige/kraamverzorgende voor de verzorging van moeder en baby. Al uw zorgvragen kunnen daarbij aan bod komen. 
- Uw partner mag 24 uur per dag verblijven op de kraam-/geboortekamer. 
- U heeft de beschikking over de kraam- /geboortekamer met alle aanwezige faciliteiten, inclusief een slaapbank met linnengoed. 
- Voor een aantal services, bijvoorbeeld de maaltijd(en) van uw partner, vragen wij een kleine vergoeding. Uw partner kan hiervoor een maaltijd bon aanschaffen, ook kunt u overwegen om voor meerdere dagen maaltijdbonnen te kopen, deze kunt u niet meer inwisselen voor geld. 
- Denk bij een parkeerkaart ook aan het eventueel nemen van een weekkaart. Wat verwachten wij van u: 
- Dat u, als u dat wenst, deelneemt aan de verzorging van uw baby. Met ondersteuning van de verpleegkundige/kraamverzorgende, zodat u bepaalde signalen leert herkennen, waardoor u en uw partner nog beter zijn voorbereid op de verzorging van uw baby thuis. 
- Dat u samen met de verpleegkundige/kraamverzorgende een dag-, avond- en nachtplanning maakt voor de verzorging van uw baby. 
- Dat u samen met uw partner de bezoektijden overlegt en daarbij de rustmomenten voor moeder en baby niet uit het oog verliest.",Hoe kan ik voor maaltijden voor mijn partner betalen?,"Voor maaltijden van uw partner kunt u een kleine vergoeding betalen door een maaltijd bon aan te schaffen. U kunt ook overwegen om voor meerdere dagen maaltijdbonnen te kopen, deze kunnen niet meer ingewisseld worden voor geld.",0.0,0.05223880597014925,9.088057612611163e-245,0.00042017796195198957,"[{'rouge-1': {'r': 0.019736842105263157, 'p': 0.375, 'f': 0.037499999050000024}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.019736842105263157, 'p': 0.375, 'f': 0.037499999050000024}}]","[{'rouge-1': {'r': 0.17763157894736842, 'p': 0.8181818181818182, 'f': 0.29189188896070123}, 'rouge-2': {'r': 0.07142857142857142, 'p': 0.4722222222222222, 'f': 0.12408758895838887}, 'rouge-l': {'r': 0.17763157894736842, 'p': 0.8181818181818182, 'f': 0.29189188896070123}}]",0.037499999050000024,0.29189188896070123
1280,"Op de afdeling moeder en kind werken wij volgens de principes van gezinsgerichte zorg. Dit houdt in dat uw partner 24 uur per dag bij u mag zijn, totdat u samen met uw baby naar huis gaat. Bij gezinsgerichte zorg bepaalt u als ouders, samen met de verpleegkundige/kraamverzorgende, wat de zorgvraag is. Er wordt zoveel mogelijk rekening gehouden met uw behoeften en verwachtingen. Dat biedt u meer vrijheid om zelf invulling te geven aan uw verblijf in ZGT. Wat kunt u van ons verwachten: 
- Advies en ondersteuning van de verpleegkundige/kraamverzorgende voor de verzorging van moeder en baby. Al uw zorgvragen kunnen daarbij aan bod komen. 
- Uw partner mag 24 uur per dag verblijven op de kraam-/geboortekamer. 
- U heeft de beschikking over de kraam- /geboortekamer met alle aanwezige faciliteiten, inclusief een slaapbank met linnengoed. 
- Voor een aantal services, bijvoorbeeld de maaltijd(en) van uw partner, vragen wij een kleine vergoeding. Uw partner kan hiervoor een maaltijd bon aanschaffen, ook kunt u overwegen om voor meerdere dagen maaltijdbonnen te kopen, deze kunt u niet meer inwisselen voor geld. 
- Denk bij een parkeerkaart ook aan het eventueel nemen van een weekkaart. Wat verwachten wij van u: 
- Dat u, als u dat wenst, deelneemt aan de verzorging van uw baby. Met ondersteuning van de verpleegkundige/kraamverzorgende, zodat u bepaalde signalen leert herkennen, waardoor u en uw partner nog beter zijn voorbereid op de verzorging van uw baby thuis. 
- Dat u samen met de verpleegkundige/kraamverzorgende een dag-, avond- en nachtplanning maakt voor de verzorging van uw baby. 
- Dat u samen met uw partner de bezoektijden overlegt en daarbij de rustmomenten voor moeder en baby niet uit het oog verliest.",Wat wordt er van mij verwacht tijdens mijn verblijf in ZGT?,"Er wordt van u verwacht dat u, als u dat wenst, deelneemt aan de verzorging van uw baby en samen met de verpleegkundige/kraamverzorgende een dag-, avond- en nachtplanning maakt voor de verzorging van uw baby. Ook wordt er van u verwacht dat u samen met uw partner de bezoektijden overlegt en daarbij de rustmomenten voor moeder en baby niet uit het oog verliest.",0.007874015748031496,0.1484375,4.4334669503817914e-89,0.020839913909512914,"[{'rouge-1': {'r': 0.03289473684210526, 'p': 0.45454545454545453, 'f': 0.06134969199292411}, 'rouge-2': {'r': 0.004201680672268907, 'p': 0.1, 'f': 0.00806451535509893}, 'rouge-l': {'r': 0.03289473684210526, 'p': 0.45454545454545453, 'f': 0.06134969199292411}}]","[{'rouge-1': {'r': 0.23026315789473684, 'p': 0.9210526315789473, 'f': 0.368421049431579}, 'rouge-2': {'r': 0.17647058823529413, 'p': 0.7777777777777778, 'f': 0.28767122986207544}, 'rouge-l': {'r': 0.23026315789473684, 'p': 0.9210526315789473, 'f': 0.368421049431579}}]",0.06134969199292411,0.368421049431579
1281,"De dag waarop uw baby wordt ontslagen uit het ziekenhuis is een feestelijke dag. U heeft met de verpleegkundige een afspraak gemaakt voor het tijdstip waarop uw baby met ontslag gaat. Thuis heeft u het bedje voorverwarmd met een kruik en als u flesvoeding geeft heeft u de benodigdheden in huis. Neem op de dag van ontslag passende kleding mee (rompertje, broekje, sokjes, truitje, mutsje en eventueel een jasje). Voor het vervoer naar huis is een babyzitje voor in de auto het meest veilig. Behalve de papieren, die onder het kopje ‘administratieve zaken’ worden beschreven, moet u er aan denken de persoonlijke spullen van uw kind zoals knuffels, speelgoed, kleding en eventueel borstvoeding mee naar huis te nemen.",Wat moet ik doen op de dag dat mijn baby wordt ontslagen uit het ziekenhuis?,"Op de dag dat uw baby wordt ontslagen uit het ziekenhuis, moet u passende kleding meenemen (rompertje, broekje, sokjes, truitje, mutsje en eventueel een jasje), evenals de persoonlijke spullen van uw kind zoals knuffels, speelgoed, kleding en eventueel borstvoeding. Zorg er ook voor dat u een babyzitje voor in de auto hebt voor het vervoer naar huis.",0.03225806451612903,0.2676056338028169,0.00021778002988585453,0.24273426913807014,"[{'rouge-1': {'r': 0.11538461538461539, 'p': 0.6, 'f': 0.19354838439125913}, 'rouge-2': {'r': 0.05405405405405406, 'p': 0.42857142857142855, 'f': 0.09599999801088004}, 'rouge-l': {'r': 0.11538461538461539, 'p': 0.6, 'f': 0.19354838439125913}}]","[{'rouge-1': {'r': 0.46153846153846156, 'p': 0.8, 'f': 0.5853658490184416}, 'rouge-2': {'r': 0.3153153153153153, 'p': 0.6363636363636364, 'f': 0.4216867425569749}, 'rouge-l': {'r': 0.44871794871794873, 'p': 0.7777777777777778, 'f': 0.5691056864168154}}]",0.19354838439125913,0.5691056864168154
1283,"De dag waarop uw baby wordt ontslagen uit het ziekenhuis is een feestelijke dag. U heeft met de verpleegkundige een afspraak gemaakt voor het tijdstip waarop uw baby met ontslag gaat. Thuis heeft u het bedje voorverwarmd met een kruik en als u flesvoeding geeft heeft u de benodigdheden in huis. Neem op de dag van ontslag passende kleding mee (rompertje, broekje, sokjes, truitje, mutsje en eventueel een jasje). Voor het vervoer naar huis is een babyzitje voor in de auto het meest veilig. Behalve de papieren, die onder het kopje ‘administratieve zaken’ worden beschreven, moet u er aan denken de persoonlijke spullen van uw kind zoals knuffels, speelgoed, kleding en eventueel borstvoeding mee naar huis te nemen.",Wat moet u doen als u flesvoeding geeft bij thuiskomst?,"Als u flesvoeding geeft, moet u ervoor zorgen dat u de benodigdheden in huis heeft voor wanneer uw baby wordt ontslagen uit het ziekenhuis.",0.016129032258064516,0.06060606060606061,3.2393990229407626e-06,0.006847180956088139,"[{'rouge-1': {'r': 0.0641025641025641, 'p': 0.5555555555555556, 'f': 0.1149425268806976}, 'rouge-2': {'r': 0.036036036036036036, 'p': 0.4444444444444444, 'f': 0.06666666527916669}, 'rouge-l': {'r': 0.0641025641025641, 'p': 0.5555555555555556, 'f': 0.1149425268806976}}]","[{'rouge-1': {'r': 0.20512820512820512, 'p': 0.7272727272727273, 'f': 0.31999999656800004}, 'rouge-2': {'r': 0.10810810810810811, 'p': 0.5217391304347826, 'f': 0.1791044747683226}, 'rouge-l': {'r': 0.19230769230769232, 'p': 0.6818181818181818, 'f': 0.299999996568}}]",0.1149425268806976,0.299999996568
1285,"De dag waarop uw baby wordt ontslagen uit het ziekenhuis is een feestelijke dag. U heeft met de verpleegkundige een afspraak gemaakt voor het tijdstip waarop uw baby met ontslag gaat. Thuis heeft u het bedje voorverwarmd met een kruik en als u flesvoeding geeft heeft u de benodigdheden in huis. Neem op de dag van ontslag passende kleding mee (rompertje, broekje, sokjes, truitje, mutsje en eventueel een jasje). Voor het vervoer naar huis is een babyzitje voor in de auto het meest veilig. Behalve de papieren, die onder het kopje ‘administratieve zaken’ worden beschreven, moet u er aan denken de persoonlijke spullen van uw kind zoals knuffels, speelgoed, kleding en eventueel borstvoeding mee naar huis te nemen.",Wat moet u doen met de papieren en administratieve zaken op de dag van ontslag?,"Op de dag van ontslag moet u ervoor zorgen dat u alle benodigde papieren en administratieve zaken meeneemt, naast de persoonlijke spullen van uw kind en eventueel borstvoeding.",0.031746031746031744,0.07042253521126761,0.00019121276242070278,0.009509836671573216,"[{'rouge-1': {'r': 0.10256410256410256, 'p': 0.5714285714285714, 'f': 0.17391304089792062}, 'rouge-2': {'r': 0.04504504504504504, 'p': 0.35714285714285715, 'f': 0.07999999801088005}, 'rouge-l': {'r': 0.10256410256410256, 'p': 0.5714285714285714, 'f': 0.17391304089792062}}]","[{'rouge-1': {'r': 0.16666666666666666, 'p': 0.5416666666666666, 'f': 0.2549019571856978}, 'rouge-2': {'r': 0.0990990990990991, 'p': 0.4074074074074074, 'f': 0.15942028670762448}, 'rouge-l': {'r': 0.16666666666666666, 'p': 0.5416666666666666, 'f': 0.2549019571856978}}]",0.17391304089792062,0.2549019571856978
1287,"Vaak wordt pas tijdens de bevalling duidelijk dat een keizersnede nodig is. Dit noemt men een secundaire keizersnede. De meest voorkomende redenen zijn: 
- De ontsluiting neemt in centimeters niet voldoende toe; 
- Het hoofdje of de stuit daalt niet voldoende in het bekken in; 
- Het hartfilmpje (CTG) wijkt langdurig of ernstig af. Dit kan duiden op een dreigend zuurstoftekort bij uw baby. Hiervoor wordt soms een onderzoek gedaan waarbij een beetje bloed uit de hoofdhuid van de baby wordt afgenomen. Hieraan kan men zien of de baby nog voldoende zuurstof krijgt en of een vaginale bevalling op dat moment nog verantwoord is.",Wat zijn de meest voorkomende redenen voor een secundaire keizersnede?,"De meest voorkomende redenen voor een secundaire keizersnede zijn een onvoldoende toename van de ontsluiting, het niet voldoende indalen van het hoofdje of de stuit in het bekken en een afwijkend hartfilmpje van de baby.",0.05660377358490566,0.06349206349206349,4.8240897925195065e-82,0.029197955592897035,"[{'rouge-1': {'r': 0.08450704225352113, 'p': 0.6, 'f': 0.14814814598384393}, 'rouge-2': {'r': 0.030303030303030304, 'p': 0.3333333333333333, 'f': 0.055555554027777815}, 'rouge-l': {'r': 0.08450704225352113, 'p': 0.6, 'f': 0.14814814598384393}}]","[{'rouge-1': {'r': 0.28169014084507044, 'p': 0.7407407407407407, 'f': 0.40816326131403585}, 'rouge-2': {'r': 0.13131313131313133, 'p': 0.3939393939393939, 'f': 0.196969693219697}, 'rouge-l': {'r': 0.2676056338028169, 'p': 0.7037037037037037, 'f': 0.38775509804872965}}]",0.14814814598384393,0.38775509804872965
1288,"Vaak wordt pas tijdens de bevalling duidelijk dat een keizersnede nodig is. Dit noemt men een secundaire keizersnede. De meest voorkomende redenen zijn: 
- De ontsluiting neemt in centimeters niet voldoende toe; 
- Het hoofdje of de stuit daalt niet voldoende in het bekken in; 
- Het hartfilmpje (CTG) wijkt langdurig of ernstig af. Dit kan duiden op een dreigend zuurstoftekort bij uw baby. Hiervoor wordt soms een onderzoek gedaan waarbij een beetje bloed uit de hoofdhuid van de baby wordt afgenomen. Hieraan kan men zien of de baby nog voldoende zuurstof krijgt en of een vaginale bevalling op dat moment nog verantwoord is.",Wat kan een afwijkend hartfilmpje van de baby betekenen?,Een afwijkend hartfilmpje kan duiden op een dreigend zuurstoftekort bij de baby. Dit kan leiden tot een onderzoek waarbij een beetje bloed uit de hoofdhuid van de baby wordt afgenomen om te bepalen of een vaginale bevalling nog verantwoord is.,0.0,0.15,1.2083875310195428e-82,0.10114681812852785,"[{'rouge-1': {'r': 0.08450704225352113, 'p': 0.6666666666666666, 'f': 0.149999998003125}, 'rouge-2': {'r': 0.020202020202020204, 'p': 0.25, 'f': 0.037383176186566565}, 'rouge-l': {'r': 0.08450704225352113, 'p': 0.6666666666666666, 'f': 0.149999998003125}}]","[{'rouge-1': {'r': 0.36619718309859156, 'p': 0.7878787878787878, 'f': 0.4999999956675297}, 'rouge-2': {'r': 0.24242424242424243, 'p': 0.631578947368421, 'f': 0.35036495949491187}, 'rouge-l': {'r': 0.36619718309859156, 'p': 0.7878787878787878, 'f': 0.4999999956675297}}]",0.149999998003125,0.4999999956675297
1289,"Vaak wordt pas tijdens de bevalling duidelijk dat een keizersnede nodig is. Dit noemt men een secundaire keizersnede. De meest voorkomende redenen zijn: 
- De ontsluiting neemt in centimeters niet voldoende toe; 
- Het hoofdje of de stuit daalt niet voldoende in het bekken in; 
- Het hartfilmpje (CTG) wijkt langdurig of ernstig af. Dit kan duiden op een dreigend zuurstoftekort bij uw baby. Hiervoor wordt soms een onderzoek gedaan waarbij een beetje bloed uit de hoofdhuid van de baby wordt afgenomen. Hieraan kan men zien of de baby nog voldoende zuurstof krijgt en of een vaginale bevalling op dat moment nog verantwoord is.",Wat wordt er gedaan tijdens het onderzoek waarbij bloed wordt afgenomen uit de hoofdhuid van de baby?,Tijdens het onderzoek wordt een beetje bloed uit de hoofdhuid van de baby afgenomen om te bepalen of de baby nog voldoende zuurstof krijgt en of een vaginale bevalling nog verantwoord is.,0.017241379310344827,0.15789473684210525,0.0015904062135125771,0.055555986481229905,"[{'rouge-1': {'r': 0.16901408450704225, 'p': 0.8, 'f': 0.2790697645619254}, 'rouge-2': {'r': 0.050505050505050504, 'p': 0.3125, 'f': 0.08695651934366737}, 'rouge-l': {'r': 0.14084507042253522, 'p': 0.6666666666666666, 'f': 0.23255813665494862}}]","[{'rouge-1': {'r': 0.30985915492957744, 'p': 0.8461538461538461, 'f': 0.4536082434987779}, 'rouge-2': {'r': 0.20202020202020202, 'p': 0.6666666666666666, 'f': 0.310077515810348}, 'rouge-l': {'r': 0.29577464788732394, 'p': 0.8076923076923077, 'f': 0.4329896867977469}}]",0.23255813665494862,0.4329896867977469
1292,"De borst is de plek waar de baby zich het prettigst voelt. Door veel te buidelen (kangoeroeën) wordt de hechting met uw baby bevorderd. De band die gevormd wordt, zorgt voor een veilige basis voor de rest van het leven. Voor de veiligheid tijdens huid-op- huidcontact is het belangrijk dat u wakker bent zodat uw aandacht volledig op de baby is gericht. U krijgt uitleg over de houding (half rechtop) zodat uw baby optimaal kan ademhalen. Het geluid van uw hartslag, uw bekende stem, uw warmte en geur zorgen ervoor dat uw baby zich veilig voelt. Huid-op-huidcontact zorgt voor een betere bloedsuiker, betere opname van zuurstof en betere opname van de melk door het maagdarmstelsel. U kunt hierbij gebruik maken van het kangoeroevest of de bondingtop. Een film hierover is te zien op zgt.nl, via de pagina neonatologie en dan voorlichting.",Wat zijn de voordelen van buidelen (kangoeroeën)?,"Het bevordert de hechting tussen de ouder en baby en zorgt voor een veilige basis voor de rest van het leven. Daarnaast zorgt het voor een betere bloedsuiker, opname van zuurstof en opname van melk door het maagdarmstelsel.",0.013513513513513514,0.10975609756097561,9.82834087673618e-08,0.030982014988088006,"[{'rouge-1': {'r': 0.031578947368421054, 'p': 0.42857142857142855, 'f': 0.05882352813341026}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.021052631578947368, 'p': 0.2857142857142857, 'f': 0.03921568499615537}}]","[{'rouge-1': {'r': 0.22105263157894736, 'p': 0.84, 'f': 0.349999996701389}, 'rouge-2': {'r': 0.1450381679389313, 'p': 0.5428571428571428, 'f': 0.2289156593228335}, 'rouge-l': {'r': 0.22105263157894736, 'p': 0.84, 'f': 0.349999996701389}}]",0.03921568499615537,0.349999996701389
