,topic_id,filename,header,section_text,Question,Answer
533,34,"FLOT, patiënteninformatie",Het verloop van de FLOT kuur,U begint met een chemokuur. Deze kuur bestaat uit vier medicijnen. 1. Fluorouracil (=5FU) 2. Leucovorin (=folinezuur) 3. Oxaliplatin 4. Taxotere (=docetaxel) 1 2 3 4 5 6 7 8 9 10 11 12 13 14 F L O T,Wat is een FLOT kuur en waaruit bestaat het?,"Een FLOT kuur is een chemokuur die bestaat uit vier medicijnen: Fluorouracil, Leucovorin, Oxaliplatin en Taxotere."
540,34,"Oxaliplatin_Capecitabine, patiënteninformatie",Het verloop van de Oxaliplatin/Capecitabine kuur,U begint met een chemokuur. Deze kuur bestaat uit twee medicijnen. 1. Oxaliplatin 2. Capecitabine (= Xeloda),Wat is de start van de Oxaliplatin/Capecitabine kuur?,De Oxaliplatin/Capecitabine kuur begint met een chemokuur.
601,34,"Trastuzumab_oxaliplatin_capecitabine, patiënteninformatie",Het verloop van de Trastuzumab/Oxaliplatin/Capecitabine kuur,U begint met een chemokuur. Deze kuur bestaat uit drie medicijnen. 1. Trastuzumab 2. Oxaliplatin 3. Capecitabine (= Xeloda),Wat is Capecitabine?,Capecitabine is een medicijn dat wordt gebruikt in de Trastuzumab/Oxaliplatin/Capecitabine kuur.
7,35,"Anale huidzwellingen, het verwijderen van (excisie anale skintags)",Medicijnen,"Als u bloedverdunners gebruikt, is er iets meer kans op een bloeding. Bij voorkeur worden deze medicijnen voorafgaand aan de operatie tijdelijk gestopt. Bepreek met uw medisch specialist of verpleegkundig specialist wat voor uw situatie van toepassing is. Wanneer u een hartklepvervanging hebt ondergaan (een 'kunstklep') is het noodzakelijk dat u dit ook aan uw behandelend medisch specialist of verpleegkundig specialist meldt. U moet in dit geval vooraf antibiotica moet innemen. Dit geldt soms ook voor andere hartziekten. Bij twijfel kunt u het beste vooraf contact opnemen met uw huisarts of cardioloog.",Wat moet u doen als u een hartklepvervanging hebt ondergaan?,"Als u een hartklepvervanging hebt ondergaan, is het noodzakelijk om dit te melden aan uw behandelend medisch specialist of verpleegkundig specialist. U moet vooraf antibiotica innemen voor de operatie."
541,35,Uterus embolisatie,Medicijnen,"Gebruikt u bloedverdunnende middelen? Overleg dan met uw gynaecoloog of u deze kan blijven gebruiken of dat u deze tijdelijk moet stoppen. Andere medicijnen die u gebruikt, kunt u gewoon innemen. Tenzij uw gynaecoloog anders heeft voorgeschreven. Bij gebruik van Sintrom, Marcoumar wordt bij uw opname bloed afgenomen. Heeft u vragen over de medicijnen die u gebruikt dan kunt u altijd contact opnemen met uw aanvragend specialist.",Moet ik bloedverdunnende medicijnen blijven gebruiken tijdens een uterus embolisatie?,Het is belangrijk om met uw gynaecoloog te overleggen of u bloedverdunnende middelen moet blijven gebruiken tijdens een uterus embolisatie of dat u deze tijdelijk moet stoppen. Andere medicijnen kunt u gewoon innemen tenzij anders voorgeschreven door uw gynaecoloog.
63,36,Acnes (Nocepta),Resultaat,Het maximale effect van de behandeling is 6-8 weken na behandelen te beoordelen. De gebruikte verdoving werkt gemiddeld na 1-2 uur uit. Hierna komen de oorspronkelijke pijnklachten weer terug. Gemiddeld duurt het 2-3 weken voordat er een effect van de behandeling met stroom of bevriezing merkbaar wordt. Er volgt altijd een controle afspraak 6-8 weken na de behandeling om het tot dat moment behaalde resultaat te bespreken.,Wanneer vindt er altijd een controle afspraak plaats na de behandeling?,Er volgt altijd een controle afspraak 6-8 weken na de behandeling.
544,36,Ganglion Sphenopalatinum blokkade (Nocepta),Behandelingsduur en nazorg,"De behandeling duurt 45-60 minuten. Na de behandeling gaat u naar de nazorg waar u tevens 45-60 minuten zult verblijven. Iedere patiënt reageert verschillend op een behandeling. De nazorg kan hierdoor zowel korter als langer duren. In verband met de gebruikte medicatie mag u niet actief deelnemen aan het verkeer. Uw pijnspecialist bepaald in overleg met u, wanneer u weer naar huis mag.",Hoe lang duurt de behandeling van een Ganglion Sphenopalatinum blokkade?,De behandeling duurt 45-60 minuten.
546,36,Triggerpoint- of lokale behandeling perifere zenuwen (Nocepta),Behandelingsduur,De behandeling duurt ongeveer 20 minuten. U zult tevens 20-30 minuten op de nazorg verblijven. Ieder patiënt reageert verschillend op een behandeling. De nazorg kan hierdoor zowel korter als langer duren.,Wat is de gemiddelde duur van de behandeling voor Triggerpoint- of lokale behandeling perifere zenuwen?,De behandeling duurt ongeveer 20 minuten.
79,37,Abatacept onderhuidse injectie,Reizen en vaccinaties (inentingen),"Griepvaccinatie,coronavaccinatie,pneumo kokkenvaccinatie Kunt u veilig laten toedienen tijdens de behandeling met reumaremmers aangezien het geen levend verzwakt vaccin bevat. Toediening hiervan wordt zelfs aanbevolen. Reisvaccinaties Heeft u een reis naar een (tropisch) land in de planning waarvoor reisvaccinaties nodig zijn (denk aan gebieden als Afrika en Zuid- Amerika) of gaat u naar een land zonder goede medische en hygiënische voorzieningen? In dat geval is het verstandig om uw reumatoloog of reumaverpleegkundige tijdig (zo mogelijk één jaar van te voren) hiervan op de hoogte te stellen. Het reizen naar landen waarvoor toediening van een ‘levend verzwakte vaccinatie’ vereist is of waar bepaalde besmettelijke ziekten zoals TBC (tuberculose) en gele koorts voorkomen, wordt afgeraden. Tijdens het gebruik van abatacept mag u geen ‘levend verzwakte vaccinaties’ toegediend krijgen. Voorbeelden hiervan zijn vaccinaties tegen gele koorts, pokken, poliovirus, BCG (tegen tuberculose) en BMR (tegen bof, mazelen en rode hond). Door reumaremmers kunnen vaccinaties minder effectief zijn. Uw reumatoloog, reumaverpleegkundige en/of degene die de vaccinaties zal toedienen kan u meer uitleg en adviezen hierover geven.",Wat moet ik doen als ik van plan ben om naar een (tropisch) land te reizen waarvoor reisvaccinaties nodig zijn?,"Indien u van plan bent om naar een (tropisch) land te reizen waarvoor reisvaccinaties nodig zijn, is het verstandig om uw reumatoloog of reumaverpleegkundige hier tijdig (zo mogelijk één jaar van te voren) van op de hoogte te stellen."
553,37,Certolizumab,Reizen en vaccinaties (inentingen),"Griepvaccinatie, coronavaccinatie, pneumokokkenvaccinatie Kunt u veilig via de huisarts laten toedienen tijdens behandeling met certolizumab aangezien het geen levend verzwakt vaccin bevat. Toediening wordt zelfs aanbevolen. Reisvaccinaties heeft u een reis naar een (tropisch) land in de planning waarvoor reisvaccinaties nodig zijn (denk aan gebieden als Afrika en Zuid- Amerika) of gaat u naar een land zonder goede medische en hygiënische voorzieningen? In dat geval is het verstandig om uw reumatoloog of reumaverpleegkundige tijdig (zo mogelijk één jaar van te voren) hiervan op de hoogte te stellen. Het reizen naar landen waarvoor toediening van een ‘levend verzwakte vaccinatie’ vereist is of waar bepaalde besmettelijke ziekten zoals TBC (tuberculose) en gele koorts voorkomen, wordt afgeraden. Tijdens het gebruik van certolizumab mag u geen ‘levend verzwakte vaccinaties’ toegediend krijgen. Voorbeelden hiervan zijn vaccinaties tegen gele koorts, pokken, poliovirus, BCG (tegen tuberculose) en BMR (tegen bof, mazelen en rode hond). Door reumaremmers kunnen vaccinaties minder effectief zijn. Uw reumatoloog, reumaverpleegkundige en/of degene die de vaccinaties zal toedienen kan u meer uitleg en adviezen hierover geven.",Is het aanbevolen om Certolizumab te gebruiken tijdens een reis naar een (tropisch) land?,"Nee, reizen naar landen waarvoor toediening van een 'levend verzwakte vaccinatie' vereist is of waar bepaalde besmettelijke ziekten voorkomen, wordt afgeraden tijdens het gebruik van Certolizumab."
550,37,Golimumab bij Colitis Ulcerosa,Voorzorgsmaatregelen,"Voordat u start met Golimumab is het van belang om sluimerende of actieve infecties uit te sluiten dan wel te behandelen. Tuberculose is een infectie die zich soms jarenlang ongemerkt in de longen ophoudt zonder problemen te geven. Het immuunsysteem houdt de bacteriën dan onder controle. Het gebruik van Golimumab kan ertoe leiden dat de infectie actief wordt. Daarom zult u voor het starten met de behandeling op tuberculose onderzocht worden. Ook Hepatitis B en C kunnen worden gecontroleerd, evenals HIV besmetting. Het is belangrijk dat u zelf let op andere bronnen en/of algemene verschijnselen van infecties. Klachten die hierbij kunnen passen zijn: 
- Gezwollen lymfeklieren; 
- Aanhoudend hoesten; 
- Plotseling gewichtsverlies; 
- Koorts. Het is tevens belangrijk dat u let op andere bronnen van infecties zoals wonden of problemen met het gebit. Als u een infectie vermoedt, meld dit dan aan uw behandelende medisch specialist of verpleegkundige.",Welke infectie kan sluimerend in de longen aanwezig zijn en actief worden door het gebruik van Golimumab?,Tuberculose kan sluimerend in de longen aanwezig zijn en actief worden door het gebruik van Golimumab.
602,37,Tocilizumab onderhuidse injectie,Reizen en vaccinaties (inentingen),"Griepvaccinatie, coronavaccinatie, pneumokokkenvaccinatie Kunt u veilig laten toedienen tijdens de behandeling met reumaremmers aangezien het geen levend verzwakt vaccin bevat. Toediening hiervan wordt zelfs aanbevolen. Reisvaccinaties Heeft u een reis naar een (tropisch) land in de planning waarvoor reisvaccinaties nodig zijn (denk aan gebieden als Afrika en Zuid- Amerika) of gaat u naar een land zonder goede medische en hygiënische voorzieningen? In dat geval is het verstandig om uw reumatoloog of reumaverpleegkundige tijdig (zo mogelijk één jaar van te voren) hiervan op de hoogte te stellen. Het reizen naar landen waarvoor toediening van een ‘levend verzwakte vaccinatie’ vereist is of waar bepaalde besmettelijke ziekten zoals TBC (tuberculose) en gele koorts voorkomen, wordt afgeraden. Tijdens het gebruik van tocilizumab mag u geen ‘levend verzwakte vaccinaties’ toegediend krijgen. Voorbeelden hiervan zijn vaccinaties tegen gele koorts, pokken, poliovirus, BCG (tegen tuberculose) en BMR (tegen bof, mazelen en rode hond). Door de reumaremmers kunnen vaccinaties minder effectief zijn. Uw reumatoloog of reumaverpleegkundige kan u meer uitleg en adviezen hierover geven.",Welke landen worden afgeraden voor reizen tijdens het gebruik van tocilizumab?,"Landen waarvoor toediening van een ‘levend verzwakte vaccinatie’ vereist is, of waar bepaalde besmettelijke ziekten zoals TBC (tuberculose) en gele koorts voorkomen, worden afgeraden."
137,39,Atezolizumab _ nab-paclitaxel,Naast de algemene bijwerkingen kunnen de volgende specifieke bijwerkingen optreden:,"- Bij koorts boven de 38,5° moet u contact met ons opnemen. 
- Uw haar gaat uitvallen. Dit is van tijdelijke aard en begint meestal drie à zes weken na de eerste toediening. Haaruitval begint meestal met een pijnlijke hoofdhuid. 
- Spierpijn en/of gewrichtspijn is een veel voorkomende bijwerking die over het algemeen twee tot drie dagen na het infuus optreedt. U mag zo nodig maximaal vier keer per dag 1000mg paracetamol innemen. 
- U kunt last krijgen van tintelingen en/of een doof gevoel in tenen en/of vingertoppen. Dit graag melden bij een volgend bezoek aan het ziekenhuis. 
- Resten cytostatica kunnen tot dag vijf, van dag acht tot twaalf en van dag vijftien tot dag negentien in het lichaamsvocht (onder meer urine, ontlasting, sperma, speeksel en braaksel) aanwezig zijn. In het ziekenhuis krijgt u adviezen over hoe u hiermee om kunt gaan. De specifieke bijwerkingen die kunnen optreden bij atezolizumab vindt u terug in het bijgevoegde informatieboekje.",Hoe lang duurt het voordat haaruitval optreedt na de eerste toediening van Atezolizumab _ nab-paclitaxel?,Haaruitval treedt meestal drie à zes weken na de eerste toediening van Atezolizumab _ nab-paclitaxel op en begint vaak met een pijnlijke hoofdhuid.
558,39,Cisplatin_Gemcitabine kuur (3 wekelijks),Naast de algemene bijwerkingen kunnen de volgende specifieke bijwerkingen optreden:,"- Bij koorts boven de 38,5° moet u contact met ons opnemen. 
- Uw haar gaat in principe niet uitvallen, mogelijk wordt het alleen wat dunner. 
- Het is mogelijk dat na enkele kuren uw gehoor (blijvend) wat afneemt. Geef dit door aan uw arts of verpleegkundig specialist. 
- Om de schadelijke werking van cytostatica op uw nieren te verminderen krijgt u tijdens de behandeling extra vocht toegediend. 
- Deze kuur kan griepachtige verschijnselen veroorzaken, u kunt daardoor spierpijn en pijnlijke gewrichten krijgen. Zonodig kunt u maximaal vier maal daags 1000 mg paracetamol innemen. 
- Resten cytostatica kunnen tot dag tien in het lichaamsvocht (onder meer urine, ontlasting, sperma, speeksel en braaksel) aanwezig zijn. In het ziekenhuis krijgt u adviezen over hoe u hiermee om kunt gaan. Als u klachten krijgt die u niet vertrouwt mag u altijd contact met ons opnemen",Wat is de mogelijke bijwerking op mijn haar tijdens de Cisplatin_Gemcitabine kuur?,"Uw haar gaat in principe niet uitvallen, mogelijk wordt het alleen wat dunner."
556,39,"FLOT, patiënteninformatie",Naast de algemene bijwerkingen kunnen de volgende specifieke bijwerkingen optreden:,"- Bij koorts boven de 38.5°C moet u contact met ons opnemen. 
- Uw haar kan gaan uitvallen. Dit is van tijdelijke aard en begint meestal twee à drie weken na de eerste toediening. Haaruitval begint meestal met een pijnlijke hoofdhuid. 
- Het komt af en toe voor dat iemand allergisch reageert op deze kuur. 
- Klachten van spier- en/of gewrichtspijn kunnen voorkomen. U mag hiervoor zo nodig tot maximaal vier keer daags 1000 mg paracetamol innemen. 
- U kunt vocht vasthouden en daardoor in gewicht toenemen. 
- U kunt last krijgen van tintelingen en/of een doof gevoel in de vingertoppen en/of tenen. Meldt dit bij een volgend bezoek aan uw behandelend specialist. 
- Drink zo min mogelijk koude dranken en kleed u zo warm mogelijk aan. 
- Tijdens de toediening van oxaliplatin kan een pijnlijk, prikkelend gevoel ontstaan in de arm. Hiervoor krijgt u een warme doek op de infuus arm. Ook kunt u van huis een kruik meenemen die wij dan voor u vullen met warm water. 
- Soms kan een gespannen gevoel in de keel of hals ontstaan. Dit doet zich meestal voor tijdens of vlak na de toediening. Het verdwijnt over het algemeen vrij snel. Kenmerken zijn: moeilijk slikken of praten, benauwdheid, spanning in de kaken, vreemd gevoel in de tong 
- Resten cytostatica kunnen tot dag acht in het lichaamsvocht (onder meer in urine, ontlasting, sperma, speeksel en braaksel) aanwezig zijn. Als u klachten krijgt die u niet vertrouwt mag u altijd contact met ons opnemen.",Wat zijn de kenmerken van een gespannen gevoel in de keel of hals?,"Kenmerken van een gespannen gevoel in de keel of hals zijn: moeilijk slikken of praten, benauwdheid, spanning in de kaken, en een vreemd gevoel in de tong. Dit doet zich meestal voor tijdens of vlak na de toediening van de kuur en verdwijnt over het algemeen vrij snel."
560,39,"Paclitaxel_Trastuzumab wekelijks, patiënteninformatie",Naast de algemene bijwerkingen kunnen de volgende specifieke bijwerkingen,"optreden: 
- Bij koorts boven de 38,5°C moet u contact met ons opnemen. 
- Uw haar gaat uitvallen. Dit is van tijdelijke aard en begint meestal drie à zes weken na de eerste toediening. Haaruitval begint meestal met een pijnlijke hoofdhuid. 
- Spierpijn en /of gewrichtspijn is een veel voorkomende bijwerking die over het algemeen twee tot drie dagen na het infuus optreedt. U mag zo nodig maximaal vier maal daags 1000mg paracetamol innemen. 
- U kunt last krijgen van tintelingen en/of een doof gevoel in tenen en/of vingertoppen. Dit graag melden bij een volgend bezoek aan het ziekenhuis. 
- Resten cytostatica kunnen tot dag drie in het lichaamsvocht (onder meer urine, ontlasting, sperma, speeksel en braaksel) aanwezig zijn. In het ziekenhuis krijgt u adviezen hoe u hiermee om kunt gaan.",Wat moet ik doen als ik tintelingen en/of een doof gevoel in mijn tenen en/of vingertoppen krijg?,U kunt last krijgen van tintelingen en/of een doof gevoel in tenen en/of vingertoppen. Dit graag melden bij een volgend bezoek aan het ziekenhuis.
